A,B,C,D
135.0559444130919,164.95620698520725,19.996266800842776,1610.395913922674
128.46114116425272,201.58409958534526,27.14269546676987,1887.6757529462084
118.81010443829575,259.3484091150784,32.49492188649813,2384.4369594138057
138.04407291652524,228.9171822670962,41.58558706784541,2196.8749293162205
135.9491427142171,147.56136299817842,27.61399617732322,1522.1214325952913
125.34443711547486,216.89704334059692,23.577712080661406,2050.317697643609
91.9827452365807,196.7029827215019,26.4247119867285,1794.2013180187118
127.23459839161808,204.48593330385785,37.87865323499397,1931.2947105957646
151.0621624997247,216.88628621924548,47.21168370548628,2114.1145156435086
120.73549487132803,209.86170902523932,29.611921404022482,1954.735574944346
95.123029689503,189.26008872040973,21.408841594454834,1699.0301078547652
78.31019841615137,199.3126690677334,18.87844430709825,1765.8792595866419
97.96519482487726,194.04046680948247,30.289194591706497,1820.0912237462474
102.06988415530392,198.9949406316015,56.48229746798702,1920.4986630284209
134.89060050634788,127.4909580296082,21.319352823138637,1373.9964646396609
104.86213304356033,177.5815642011696,46.281368245607965,1709.6918355413718
123.5065150686543,213.29767268091436,26.887642868199716,2040.630463083121
80.65683527863948,214.60230884656158,25.361340291722236,1977.1063858740094
136.51698520332098,158.0126967048143,28.421177543527204,1605.4743135059964
95.35614858924025,170.85480393369667,37.226707714821416,1620.1810330588773
103.88015792877361,218.26433198841704,32.82864093509896,2001.2559069701458
149.89868332498298,156.7596314655707,16.939751644545865,1622.6019823326183
109.75686450608087,187.50503482050232,18.196231076545725,1774.0150962586067
98.55539602303483,192.47587178404814,31.73923292978567,1813.848215810666
110.37844587475503,233.220048318488,54.28076252262132,2152.3285862334383
85.4106854547607,203.90090363399767,45.44853694676985,1881.9326627029543
53.096971992677744,189.6720598862453,23.48807344186262,1632.219462805456
107.81702247748377,175.43699816071577,32.2102888849738,1678.4274306594768
133.70041416068503,222.9590065329209,31.205465771916547,2112.676089045914
115.7351816671691,217.96046978257053,35.69231181132272,2052.0293591957625
172.19131160853254,188.5377892144428,23.994143144211513,1930.9965131777194
122.58592242068022,176.81136398665845,28.32460130476075,1706.0086437570626
106.38980031587919,253.0907413698186,25.62176571811122,2279.6627338337603
115.26795476601309,170.2483709042928,47.30645557788932,1671.5152223477219
83.4067097494574,158.3083533041723,19.828906220355233,1440.795806819126
111.55958783845352,170.8027180859472,36.40857775511384,1663.7901008566728
102.14771827182618,230.57329806329676,25.01110101040156,2117.8241664688467
94.10952634331625,252.651721348856,34.863767628325455,2275.5917205187025
140.53741241900852,225.78740802054557,32.831926885529974,2159.316775489867
139.80571979991706,206.29338316196942,15.923678241162973,1976.5647038538768
121.43013584513616,118.99319682378292,37.78020263822111,1262.5438183447745
152.94769637804907,157.09315785635897,30.458025808057492,1636.9440328661767
88.6044601770368,160.34164442924617,26.98243734482684,1544.0052573071953
142.3439305642109,184.08745616079236,29.06579636745369,1805.2946696561182
79.44010481527496,191.85441010833026,20.749346389302985,1738.5403273156344
104.69748279554175,162.82081822864376,35.527934569481026,1646.3785758317233
148.5150488966941,222.76753358817672,6.926307759320455,2076.5421674962063
121.22513223679458,254.52686699177104,29.422835529685567,2327.3036863680413
92.13304871028208,167.3254712043855,42.3663061747096,1636.8371688342297
117.24134366660125,214.89060744541456,32.782736853231214,1999.3989376940897
113.29161997265291,239.3572916447212,27.635721938452804,2178.092145685969
120.69223600051195,198.5053327065132,26.465733225829712,1906.7695749848747
138.53584262552963,170.24008786739557,33.20458614079394,1713.98540033407
73.09752222645825,204.95317005426338,33.14428016146527,1842.1536208890184
133.68724206793138,212.9921647345228,35.89418712511172,2037.600598521599
134.58267207581758,244.51434274027767,26.216886128700295,2320.593609076741
112.14294504261834,196.16235785933515,36.531140250084626,1867.0744385402536
147.8124065196081,207.72523196792798,22.196766040425448,1998.5146064084552
107.2511023718177,201.3115688347259,18.115069743280266,1852.1654816463058
153.81861109836407,223.54225678798835,27.979325624112633,2159.939896891793
102.3934758275452,238.31472456462626,21.63523840807226,2139.3367418018356
100.96969098991731,192.2609900718531,6.331035958700234,1814.498314463626
81.49478083804203,182.5805909511813,25.631943035518763,1696.3163488653327
147.61334754157326,217.96710282895793,10.606622066788805,2098.280602833317
120.98114955434367,215.52717083430127,25.835939235252162,2080.8418846845343
123.79295158428145,203.43585252533182,44.365000246475304,1953.7438070490814
95.56341926517422,139.06814131928928,33.34032823519582,1369.0922293524397
116.72271054265318,218.40973366533544,27.253758224004656,2018.9891937101231
122.33298747829014,201.06791628208632,20.964356510472747,1945.432835345493
93.01600232487095,202.47980398955045,21.96560165885291,1860.324720826173
92.96168484035248,217.58464918403405,26.241259219455056,2040.126857662938
100.24360407697604,162.81340571133777,12.755998882054904,1555.1236928137414
143.91373057398525,140.17652738877354,26.690492745874394,1452.4611518579602
63.25434113459739,217.61211338193283,44.486462805670364,1948.873449639679
63.48321039865078,176.0922643530818,11.588156106849382,1581.5306030623074
144.8006540358079,167.07988946889225,27.531692974740572,1692.7810607188533
86.73098223291692,230.7952028842256,62.38235520602914,2117.2525723881863
111.51370047555784,144.94001013311606,18.39514849230607,1425.1218003414158
66.65618672820877,198.85210635297094,37.38652380577314,1813.9978504566968
129.7814220631057,225.50588365370547,22.888648357430608,2093.3404898948916
87.96732776219315,189.10943068829638,34.46961288530721,1733.4903466136225
103.96256959576976,199.76049779187107,32.549672789808206,1871.3985068420166
107.96899533630481,225.9687752041189,45.91359902786822,2102.122376111331
120.18696457701874,149.28248555040102,31.99189730237033,1540.909514951228
107.37549893165719,140.5793488151831,26.65680670743852,1393.6665322540384
100.38226072438357,201.75503794593587,38.38771261077793,1877.2485754884385
128.00177181991197,220.0873953470292,22.67986098021434,2076.3199823711034
84.37019592532683,187.41791470047127,26.608685106104865,1688.8124303757195
121.46194241264075,171.47833368785487,38.85567904336135,1648.125276016509
59.3628298340971,215.03689707983406,41.229367671924976,1910.0115587354896
128.7996218854504,204.67855275076136,27.059825306008076,1954.12449273116
94.63596164997739,209.73587460009662,37.93263266959769,1964.6794609947426
97.47430626923652,220.23412315910073,43.789758429704335,2038.5561026778314
133.06687059074585,215.9864118563708,16.860999819082075,2051.3663324971485
86.38865546957267,176.07229972870473,41.33316099593261,1707.01415250931
112.3160679274328,213.82202648757888,30.752256877829815,1979.477197441393
130.5692990502793,200.97163728483673,37.02568902699123,1924.1307814806767
131.7099286306176,180.38789648163984,33.05294277614057,1787.8514875894355
115.2736783510191,206.48658843119833,40.92916619809538,1960.183364808502
83.54487137132584,211.0474690674996,27.324200328811077,1894.9576826954378
116.13882907508182,187.00223064055308,29.04442854500937,1803.250529707432
129.13699828473378,211.5206630951213,27.269825802592816,2007.5939224953877
103.39191918869203,213.02638709505118,23.941288224837056,2013.3012662681929
131.59859555905473,164.6112466595193,26.36824361383664,1637.844173704157
96.59514834174408,229.3859997986557,35.29641555599259,2072.734200625479
149.069990717129,229.19702847981705,36.138573760611116,2179.609860441667
100.00723097456061,151.95157118181064,47.90040768776443,1487.557209661077
142.8511523288788,161.69778870353582,40.45845540192506,1638.3209251768183
139.19200340913147,248.16526266534956,14.764487552182965,2319.439261619803
161.92386415749712,190.4400966640751,43.45342219701371,1888.992781359687
117.97181595801595,189.0860338883983,31.672095274094854,1815.3591767968326
101.42453634420578,171.67886276826815,22.70404896182164,1621.6424070828
130.88872640286553,225.15852306096707,44.11163472118635,2148.801510507012
108.19087680067146,177.29193526725723,39.49032845462232,1701.2610061864602
99.54770187166537,192.39643856372723,40.16515660992532,1777.43623274749
129.60961156440905,153.9235966806704,8.00036812395193,1568.1630350082237
114.45982280562447,193.2586496708582,30.908651784347995,1896.1872760236374
92.62652311798419,213.40667416387845,15.728814847218807,1945.4454592455686
100.24778354185277,254.31478779546194,36.17832660802431,2314.57674991358
133.31087773580742,176.2485778872025,19.63494533873657,1802.5583191840974
151.83354087296942,165.70594605785854,30.62223314419573,1672.8611091928194
88.4545085020817,189.0495869317119,18.924730519154043,1759.4023018969021
136.75319618379262,166.65239400678814,31.482480304761705,1682.1705789611271
103.96537363139542,152.29530207307167,30.191136382671804,1478.1336662444232
123.63297921082808,179.06949703186098,39.75291071081218,1761.4656326823706
100.41359203216471,179.5565469118467,37.17976128118066,1717.0037009865405
116.95390470482138,102.79573480285866,31.462600767989677,1123.3984178357796
131.60771954784684,133.62987296931547,38.51308603957442,1408.6745031874498
78.43624946945215,214.10353311789498,17.41940608649241,1873.6210086881551
125.47304896322538,190.6169713317495,20.203230986214773,1823.0041129922822
24.218763767272378,146.70378354928505,41.41515182960792,1248.723416797919
125.27319124703935,190.86289820169668,38.28630972061381,1856.7418669456051
142.01449320070884,163.3292073902883,24.545345093110285,1638.0262256130595
67.09135706058109,201.78608235044152,32.16927130339525,1814.8366851345027
131.55569871850787,187.3152018823537,20.308751493761022,1842.766311451785
121.44549075734953,213.87991094651446,26.15478148880299,1958.2950824268744
100.15725334335303,171.71391884435576,18.907868757009933,1652.72591158502
118.46393145714808,226.336445595594,31.653440703362698,2096.0328611870805
45.9189112937804,209.8416502392116,34.96415093005211,1812.4518759878515
66.05560174906242,168.61171495094464,32.43597789840518,1539.0986977027246
111.50905985829812,125.29729348626188,26.870246776149386,1269.615428849348
125.39590492403227,192.27181109111956,28.92803522962732,1854.2500895225714
117.36720870986119,165.93906823478747,28.770133724421736,1607.4187675831433
80.42353517675042,194.6186497719835,20.85071031632043,1843.3997811193356
142.30486573830635,172.7690484795039,14.825277357384019,1733.9627371589952
100.94746157919765,110.18158053014051,34.140780495343414,1133.01509636715
133.79628256054218,122.24008704765463,38.3973807550608,1332.3025411088872
133.79653269063039,129.79898528690944,28.746613074033835,1404.708199228053
114.83507186456771,192.3933556081177,46.148324586342106,1917.9867914647245
120.72082104840466,171.6444741233595,41.80515695250261,1723.0439845176168
159.19432569075818,233.74565259744253,18.025807475407916,2237.7500791513758
98.46758465945786,217.3026719158571,31.265214154092853,2024.0838529829261
77.00137390933594,130.51024993440768,44.62074952698634,1277.765941245671
117.75399322421711,198.41810172848216,47.06972504582765,1885.388829525772
64.3931948633179,221.93949030315986,27.226825908281057,1957.3235065458362
99.16148807576548,189.1659599036552,38.971913560862745,1771.7939703619477
89.35530555764913,233.96059945908962,23.345457802969925,2110.1061589226115
135.60693687804593,150.58011839290612,35.345829666130435,1544.3466634195984
128.190907121725,154.9720500097328,34.242264846697445,1536.6747645228963
113.72798426654506,250.738043106146,37.242986757971096,2315.6734415814935
126.71816518249587,229.25152426664891,37.90785117008243,2094.031542120455
127.65150743174883,178.98829258604516,5.752649469052919,1743.32703988401
139.03018892395755,187.2843368800419,30.273184243346023,1863.7213293562907
152.58453557402345,214.50862627206902,44.675221366390815,2111.2830302251514
151.8338300852149,194.57392632439908,33.19540385293952,1911.6645320259775
117.33173858493832,193.5583177037914,33.685156379137375,1845.2941365627555
143.1269569341496,139.77152452558647,42.47824087572556,1490.144907666523
60.04726057392623,151.854080362455,39.28621892781819,1458.498978495816
101.10855831888067,204.59799130374242,37.619150642183186,1891.3946207286956
179.39732155013985,145.01149068076094,41.47360041497136,1602.4632020505944
96.73846899003593,160.09410777798183,17.528954389989053,1520.266223673526
136.71541451035324,121.32460595315543,16.496349373972812,1333.9767130952034
98.84816063307045,190.0157694720653,41.60013633015318,1818.312791996787
134.6125071490633,201.60013545292975,27.417835216003784,1946.989158200508
96.08948247293462,137.56625475973675,25.345552180370696,1309.4507359883653
107.80466777544778,169.51309243026205,18.77705332484973,1617.309764110961
133.64065776205064,132.2904772422178,34.76378365594592,1368.254806384097
84.34620895322925,144.49755788961858,32.396905815138204,1377.6920175405514
76.99511832817382,185.37718797374333,18.534534997476012,1669.2335173582705
103.4396340524367,223.4940757935629,42.52839551059168,2081.2689024969063
79.75754412756994,108.71685844147895,47.975272422970775,1109.7817137484642
128.61920103339293,200.90285021005158,11.999479304877287,1937.7316928652847
123.41907520847165,169.32826769948656,39.41124851235111,1696.1110988079768
80.48830572370011,230.36143687382366,15.30702646060359,2064.3930210300177
122.57233058729436,166.54498347431235,44.067426680289486,1672.6815893697442
82.80822022506635,227.40876949630817,8.13562447887902,2021.8495880484977
82.08932804823773,224.87748765456024,15.446605589941068,2050.333775359312
111.09746144561271,173.46948937365374,40.174001297973334,1708.467230702293
95.12027068320887,169.32099905007317,25.43560924079539,1637.979717459872
